Comment,irony,
天灾 搁着 阴阳怪气 什么,1,13
天灾 天灾,1,5
天灾 阴阳怪气 什么 玩意儿,1,14
天灾担什么责,0,6
天灾搁着阴阳怪气什么玩意儿,1,13
天灾无法避免,0,6
天真,0,2
甜妹哦～,0,4
挑男女对立是吧,0,7
挑战公众智商,0,6
调兵山离我家好近,0,8
调查,1,2
调查 不用,1,5
调查 需要 调查,1,8
调查呢,0,3
调查是另外的事,0,7
调换,1,2
调换 性别,1,5
调解也可以,0,5
调料也因地制宜,0,7
调皮,0,2
调休 🐴 了 取消,1,10
调休 了,1,4
调休 取消,1,5
调休 取消 了,1,7
调休 取消 了 🐴,1,10
调休 取消 取消 了 🐴,1,13
调休 调休 取消 了 🐴,1,13
调休更痛苦,0,5
调休取消了🐴,1,7
跳 唱 篮球,1,6
跳 篮球 唱 跳,1,8
铁路边上,0,4
铁拳 有 铁拳 补贴,1,10
听从工作人员安排,0,8
听到没,0,3
听风 就是 雨,1,7
听风 听风 就是 雨,1,10
听风就是雨,1,5
听话 够 三炮 就行,1,10
听起来好好笑哦,0,7
听说山里全部失联,0,8
听一面之词,0,5
听这个名字,0,5
听这意思是歌手,0,7
停地面,0,3
停电了,0,3
停高的路面就行啊,0,8
停哪去呀,0,4
停职=带薪休假,0,7
挺 的,1,3
挺 的 幽默,1,6
挺 好 的,1,5
挺 挺 幽默 的,1,8
挺 幽默 的,1,6
挺不错了,0,4
挺好,0,2
挺好的,1,3
挺牛逼,0,3
挺想去的,0,4
挺幽默的,1,4
通过文章描述情景,0,8
通过新举措,0,5
通天 本领,1,5
通天 本领 通天,1,8
同城的,0,3
同感,0,2
同行 多亏 了 结果 衬托,1,13
同类都会吃,0,5
同理,0,2
同情你,0,3
同时送美女伴读,0,7
同问,0,2
同样是坚持戴口罩,0,8
同一个决定,0,5
同意,0,2
同意 资本家 同意 吗,1,11
同意死刑,0,4
统治阶级 能 享受 吧,1,11
捅的肺啊,0,4
捅老鼠窝了,0,5
偷 着 棒子 防 泡菜,1,11
偷渡去做诈骗生意,0,8
偷个几斤了不起了,0,8
偷工减料,0,4
偷鸡唔到输抓米,0,7
偷窥,0,2
偷偷藏不住,0,5
偷偷排这不是作死,0,8
头戴避雷针,0,5
头发是正常操作,0,7
头胎随她的,0,5
头条新闻,0,4
投出前没认真复核,0,8
投票 分钟 就 结束 20 了,1,15
投诉没问题,0,5
投诉是你的权利,0,7
投诉之后,0,4
投资理财”是诈骗,0,8
透支了十年的红利,0,8
突发精神病吗,0,6
突发情况中,0,5
图个乐,0,3
图片评论,0,4
图片也有,0,4
徒长,1,2
徒长 声势,1,5
徒长 徒长 声势,1,8
徒长声势,1,4
土豆也是粮食啊,0,7
土耳其太猛了,0,6
土耳其这么猛,0,6
土匪,1,2
土匪 这是,1,5
土匪又回来了,0,6
土木的,0,3
土农民这么霸道,0,7
吐 房山 居民 吗,1,9
吐 给 房山 居民 给 吗,1,13
吐 给 房山 居民 吗,1,11
吐 给 居民 吗,1,8
吐 居民 房山 给 吗,1,11
吐 吐 给 房山 居民 吗,1,13
吐给房山居民吗,1,7
团费可以贵点,0,6
团结 喜欢 这么,1,8
推荐 推荐 这里 推荐 那里,1,14
推荐 这里 推荐 那里,1,11
推荐 这里 推荐 推荐 那里,1,14
推荐天翼云盘,0,6
推荐这里推荐那里,1,8
推销会吧,0,4
脱节,0,2
脱离群众的结果,0,7
脱我衣服,0,4
哇 哦,1,3
哇 哇 哦,1,5
哇居然不是田鸡,0,7
哇哦,1,2
哇塞,0,2
哇哇哇,0,3
娃 的 是 偷来 的,1,10
娃 是 的,1,5
娃 是 偷来 的,1,8
娃 偷来 是 偷来 的,1,11
娃是偷来的,1,5
外宾 待遇 没 这 也 吧,1,13
外宾 也 吧,1,6
外宾 也 没 这 待遇 吧,1,13
外宾 也 没 这 待遇 也 吧,1,15
外宾 也 也 没 这 待遇 吧,1,15
外宾 也 这 待遇 吧,1,11
外宾 这 没 也 待遇 吧,1,13
外宾也没这待遇吧,1,8
外地游客多点吧,0,7
外国火灾,0,4
外国教育里qj,0,7
外来逃犯,0,4
外卖,0,2
外卖到了,0,4
外卖小哥牛逼,0,6
外面反而更热,0,6
外面那两人好可怜,0,8
外人不必多言,0,6
外人确实说不了啥,0,8
外头买的太甜不要,0,8
外务省走边全世界,0,8
完蛋的东西,0,5
完蛋我确实都干过,0,8
完全不合理啊,0,6
完全不想喝甜的,0,7
完事儿了,0,4
玩玩而已,0,4
玩意,1,2
玩意 比亚迪 的 玩意,1,11
玩意 韩国 人 都 不好意思,1,14
晚安,0,2
晚安💤,0,4
晚上《人间词话》,0,8
晚上差一点没下完,0,8
晚上经常失眠,0,6
万无一失,0,4
万一出了事,0,5
万一说的是真的呢,0,8
万一有急事,0,5
万一有人想搞点啥,0,8
汪苏泷,0,3
王侯将相,0,4
王老吉输完了,0,6
王老吉药店碧莲,0,7
王源的噻,0,4
王之王 卷,1,5
网暴的点是啥,0,6
网暴就能把他逼死,0,8
网暴时,0,3
网红 栋梁 — 国之,1,10
网红还是有钱啊,0,7
网红真有钱,0,5
网络暴力太可怕了,0,8
网络便宜货,0,5
网络不是法外之地,0,8
网络喷子太多了,0,7
网络时代 让 见识 到 了,1,13
网络使者,0,4
网络线路布多少根,0,8
网络有风险,0,5
网上都吵这么凶了,0,8
网友真是闲得慌,0,7
网站一对一服务,0,7
枉为人父,0,4
往北就热搜了,0,6
旺季一个月350,0,8
望安全最大化,0,6
望平安,0,3
望一切安好,0,5
危害性都不同啊,0,7
危急未成年人安全,0,8
危难之处显身手,0,7
微博 哈哈 博士 人均,1,11
微博 人均 博士,1,8
微博 人均 博士 哈哈,1,11
微博 人均 博士 哈哈 哈哈,1,14
微博 人均 哈哈 博士,1,11
微博 微博 人均 博士 哈哈,1,14
微博人均博士哈哈,1,8
微博搜电动车自燃,0,8
微信 设计 有点 反 人类,1,13
微信你删了没用,0,7
微信这样设计有点反人类,1,11
为 的 你好,1,6
为 老百姓 说话 的,1,10
为 你好 的,1,6
为 你好 你好 的,1,9
为 提前 或者 断腿 做 准备,1,15
为 为 你好 的,1,8
为保护景区环境,0,7
为此,0,2
为动物惩罚去人类,0,8
为非作歹 岗位 继续 换个,1,13
为公安点赞,0,5
为何被网暴,0,5
为景区打call,0,8
为老不尊,0,4
为了保护家人,0,6
为了保证离婚率,0,7
为了编制去了乡镇,0,8
为了处罚而处罚,0,7
为了带货,0,4
为了好楼层,0,5
为了利益,0,4
为了流量不择手段,0,8
为了取用方便,0,6
为了晚交契税,0,6
为了涨价,0,4
为了自己战略利益,0,8
为罗平点赞,0,5
为你好的,1,4
为轻伤,0,3
为人夫,0,3
为人父,0,3
为人子,0,3
为日本护航,0,5
为啥,0,2
为啥 么 是 这特,1,9
为啥不报警,0,5
为啥不递延,0,5
为啥不关心,0,5
为啥不管美香,0,6
为啥还找男的给睡,0,8
为啥撒谎,0,4
为啥要防拉黑啊,0,7
为啥要写诗,0,5
为啥要有公摊,0,6
为啥要有这个公摊,0,8
为啥找上他呢,0,6
为什么,0,3
为什么 不 找 别人 专 盯,1,14
为什么 不肯 肉身 投奔,1,12
为什么 不肯 肉身 投奔 呢,1,14
为什么 不是 不是 三千万 呢,1,15
为什么 不是 三千万 呢,1,12
为什么 会 热,1,7
为什么 为什么 找 你,1,11
为什么 要 等 过期 等 呢,1,14
为什么 要 等 过期 呢,1,12
为什么 要 过期 等 呢,1,12
为什么 找 你,1,7
为什么 找 你 你,1,9
为什么16次了都,0,8
为什么啊,0,4
为什么不报警,0,6
为什么不打码,0,6
为什么不多开几场,0,8
为什么不能快点,0,7
为什么不是三千万呢,1,9
为什么不提倡,0,6
为什么不先养鱼呢,0,8
为什么还让人上班,0,8
为什么会有这样的热搜,1,10
为什么没有俄罗斯,0,8
为什么没有热度,0,7
为什么没有预案,0,7
为什么能进去,0,6
为什么上去,0,5
为什么神经病不找别人专盯他,1,13
为什么要报旅游团,0,8
为什么要打网约车,0,8
为什么要等过期呢,1,8
为什么要和解,0,6
为什么要接受呢,0,7
为什么要救他,0,6
为什么要去那么远,0,8
为什么要去爬,0,6
为什么要生,0,5
为什么要为了这种人丢掉工作,1,13
为什么要洗,0,5
为什么找你,1,5
为她的安全担心,0,7
为一千元,0,4
为有大爱的人点赞,0,8
违法成本太低,0,6
违法的事没干,0,6
违法行为,0,4
违法了吧,0,4
违规穿马路又骂人,0,8
违规就能开得进去,0,8
违纪了呀,0,4
围观,0,2
唯心 大法 大法 好,1,10
唯心 大法 好,1,7
唯心 唯心 大法 好,1,10
唯心大法好,1,5
唯有江浙沪,0,5
唯有新闻曝光,0,6
维持原判,0,4
维持站着,0,4
维护公司正当权益,0,8
维什么权啊,0,5
维稳大于一切,0,6
维修模式很好用,0,7
伪娘,0,2
伪造变造12分,0,7
委屈,0,2
卫星,1,2
卫星 卫星,1,5
未成年不是保护伞,0,8
未成年不是理由,0,7
未成年非常非常多,0,8
未成年人保护法,0,7
未成年人渣保护法,0,8
未成年是理由吗,0,7
未成年罪犯保护法,0,8
未读消息提醒,0,6
未发生两性关系,0,7
未婚先孕,0,4
未婚先孕免税,0,6
未来会更好,0,5
未来可期,0,4
未来有无限可能,0,7
未免 过于 愚蠢 和,1,10
未能 严格执行 九年 义务教育,1,15
未能 严格执行 义务教育,1,12
未能 义务教育 九年 严格执行,1,15
未能严格执行九年义务教育,1,12
未雨绸缪 但 不,1,8
未雨绸缪 但 不 但 杞人忧天,1,15
未雨绸缪 但 不 杞人忧天,1,13
未雨绸缪 但 杞人忧天,1,11
未雨绸缪但不杞人忧天,1,10
味道挺一般的,0,6
味儿没那么重,0,6
文化 水平 就 这,1,9
文化自信,0,4
文明,1,2
文明 社会,1,5
文明 社会 社会,1,8
文明 文明 社会,1,8
文明城市标语,0,6
文明社会,1,4
文明社会太久了,0,7
文学 ： ： 我 支持 台毒,1,14
文学 ： 台毒 支持 我,1,12
文学 ： 我 台毒,1,9
文学 ： 我 支持 台毒,1,12
文学 ： 支持 台毒,1,10
文学 支持 我 ： 台毒,1,12
文学：我支持台毒,1,8
文字狱,0,3
纹身gia,0,5
闻过即改,0,4
蚊子,0,2
稳定的婚姻,0,5
稳中有升,0,4
问 爸 去,1,5
问 你 爸,1,5
问 你 爸 爸 去,1,9
问 你 爸 去,1,7
问 你 你 爸 去,1,9
问 想,1,3
问 想 问,1,5
问候了别人,0,5
问你爸去,1,4
问你们当地领导是不是能力不行,1,14
问汝平生功业,0,6
问题,1,2
问题 的 没 临期 啊,1,11
问题 是,1,4
问题 是 是,1,6
问题 有 脑子,1,7
问题是,0,3
问题是谁去解救啊,0,8
问题是他不好吃啊,0,8
问题这是拍他么,0,7
问问,1,2
问问 福利,1,5
问问 福利 福利,1,8
问问 问问 福利,1,8
问问 问问 薪水,1,8
问问 薪水,1,5
问问福利,1,4
问问薪水,1,4
问责,0,2
窝藏罪犯,0,4
我 啊 何德何能,1,8
我 啊 何德何能 啊,1,10
我 不 信治,1,6
我 不得 随个 礼,1,9
我 不得 随个 随个 礼,1,12
我 不行 可,1,6
我 不介意 把 他 驱 一下,1,14
我 不介意 把 他 一下,1,12
我 不介意 驱 他 把 一下,1,14
我 不了 还治 不了 你,1,12
我 不了 还治 你,1,9
我 不信 没有 保险柜,1,11
我 不信 一个 珠宝店 没有,1,14
我 猜 你 信不信,1,9
我 儿子 作业 写错 了,1,12
我 儿子 作业 也 写错 了,1,14
我 分 科比 狂 砍 30 和,1,15
我 还 不 信治 不了 你,1,13
我 还 我 不 信治 不了 你,1,15
我 还治 不了 你,1,9
我 何德何能 啊,1,8
我 何德何能 何德何能 啊,1,13
我 和 科比 狂 砍 30,1,13
我 就是,1,4
我 就是 腿疼 了,1,9
我 看 的 你 挺 有 病 的,1,15
我 看 你 的 有 病 挺,1,13
我 看 你 挺 看 有 病 的,1,15
我 看 你 挺 有 病,1,11
我 看 你 挺 有 病 的,1,13
我 看 有 挺 你 病 的,1,13
我 看见 也 不会 很 老 啊,1,15
我 科比 和 狂 砍 30 分,1,15
我 可 不行,1,6
我 可 可 不行,1,8
我 可 我 不行,1,8
我 了,1,3
我 了 就是 腿疼 了,1,11
我 了 腿疼 就是,1,9
我 了 笑,1,5
我 了 也 不会 很 老 啊,1,14
我 了 作业 也 写错 儿子,1,14
我 你 还 不 信治 不了 你,1,15
我 平常 是因为 我 不想 吗,1,15
我 死 笑 死 了,1,9
我 随个 不得 礼,1,9
我 随个 不得 随个 礼,1,12
我 腿疼 就是 了,1,9
我 我 还治 不了 你,1,11
我 我 下次 还敢,1,9
我 下次 还敢,1,7
我 下次 下次 还敢,1,10
我 笑,1,3
我 笑 了,1,5
我 笑 死 了,1,7
我 笑 死 我 了,1,9
我 信治 不 还 不了 你,1,13
我 震惊 简直,1,7
我爱你,0,3
我比较怕冷,0,5
我不承认,0,4
我不担心,0,4
我不得随个礼,1,6
我不懂,0,3
我不介意把他驱一下,1,9
我不仅做过,0,5
我不理解,0,4
我不是合肥人,0,6
我不挑的,0,4
我不违法啊,0,5
我不喜欢臭丝袜,0,7
我不喜欢养宠物,0,7
我不想知道,0,5
我不信一个珠宝店没有保险柜,1,13
我不要你觉得,0,6
我不找警察,0,5
我不止一次建议,0,7
我不装了,0,4
我参与了,0,4
我查了没必要接种,0,8
我超,0,2
我承认了,0,4
我出差就遇到过,0,7
我从来不吃的,0,6
我当时想报仇,0,6
我当我倒霉,0,5
我得戴头盔出门了,0,8
我的电子榨菜,0,6
我的猫经常这样,0,7
我的天,0,3
我的天哪,0,4
我点了一个套餐,0,7
我点全糖,0,4
我东北同事吐槽过,0,8
我都不认识保时捷,0,8
我都喝奶茶了,0,6
我都拒收,0,4
我都想跳广场舞,0,7
我都心疼她两秒钟,0,8
我抖动非常大,0,6
我对新冠,0,4
我儿子要是被欺负,0,8
我儿子作业也写错了,1,9
我法定年龄退休,0,7
我赶紧跑开了,0,6
我高三时候,0,5
我更想要军队,0,6
我骨折了,0,4
我还不能屏蔽,0,6
我还不如小区群里面大妈们敢讲,1,14
我还不信治不了你,1,8
我还经常打水,0,6
我还没阳过,0,5
我还去过,0,4
我还想是拿着玻璃酒瓶威慑呢,1,13
我还在玩QQ空间,0,8
我还治不了你,1,6
我孩子也是两岁多,0,8
我好想试试,0,5
我好像去玩过,0,6
我何德何能啊,1,6
我和科比狂砍30分,1,9
我很好奇,0,4
我很难理解,0,5
我很难评,0,4
我怀疑下架了,0,6
我回头看才发现,0,7
我会,0,2
我会把相册清空,0,7
我继续下单了,0,6
我家 是,1,4
我家 是 公寓,1,7
我家 是 公寓 公寓,1,10
我家的就没接种,0,7
我家的没接种这个,0,8
我家楼下的事情,0,7
我家是公寓,1,5
我见过都是1.6,0,8
我建议你脑子有泡,0,8
我叫他坤坤,0,5
我觉得不合理啊,0,7
我觉得很感人呀,0,7
我觉得就合理了,0,7
我觉得你是不是对自己太自信了,1,14
我觉得她很聪明,0,7
我觉得挺好的,0,6
我觉得无语,0,5
我觉得有问题,0,6
我近视没戴眼镜,0,7
我近视眼,0,4
我经常抖,0,4
我就...,0,5
我就不能维权吗,0,7
我就不让你坐,0,6
我就不修手机,0,6
我就看看不说话,0,7
我就是人大的,0,6
我就是躺平,0,5
我就是腿疼了,1,6
我就说吧,0,4
我就信了,0,4
我就支持,0,4
我就知道,0,4
我就坐了,0,4
我决定卸载微博了,0,8
我看到的后续：,0,7
我看到视频了,0,6
我看过原视频了,0,7
我看见了也不会很老啊,1,10
我看了原视频,0,6
我看流泪了,0,5
我看你才看不懂吧,0,8
我看你挺有病的,1,7
我看刑,0,3
我看知道后续,0,6
我靠,0,2
我可不行,1,4
我可要离开咯》,0,7
我可以跪着洗,0,6
我可以理解,0,5
我可以吗,0,4
我可以说一句,0,6
我克偷锅里的吃,0,7
我苦苦支撑,0,5
我老家,0,3
我立刻就买,0,5
我楼下就有一台,0,7
我妈炒菌,0,4
我没看IP,0,5
我没理解,0,4
我没遇到,0,4
我们 更,1,4
我们 和 敌人 而行,1,10
我们 和 敌人 相向 而行,1,13
我们 和 相向 敌人 而行,1,13
我们 加班 自愿,1,8
我们 我们 自愿 加班,1,11
我们 有 肉盾,1,7
我们 有 肉盾 肉盾,1,10
我们 自愿 加班,1,8
我们 自愿 加班 加班,1,11
我们别去哦,0,5
我们才能在新期待,0,8
我们村前几年分鱼,0,8
我们单位休息,0,6
我们都是穷学生,0,7
我们都在上面走,0,7
我们都知道是抄的,0,8
我们和敌人相向而行,1,9
我们会想你的,0,6
我们交地铁钱,0,6
我们就下了雨,0,6
我们坎更多,0,5
我们看戏,0,4
我们六岁了,0,5
我们没了一个孩子,0,8
我们是这样的,0,6
我们挺好的,0,5
我们下半年鸟巢见,0,8
我们想怎么叫,0,6
我们学校,0,4
我们要深刻反思,0,7
我们也加入,0,5
我们一家喂水喂饭,0,8
我们有跟进实验吗,0,8
我们有肉盾,1,5
我们再违规,0,5
我们这儿没有台风,0,8
我们这今天下雨,0,7
我们这小城市,0,6
我们这小县城,0,6
我们这也有人被骗,0,8
我们住一楼,0,5
我们自愿加班,1,6
我们总要长大的,0,7
我们总要长大呀,0,7
我那叫梦魇,0,5
我能刀了他吗,0,6
我怕你学会,0,5
我拍你又杂子老嘛,0,8
我呸,0,2
我平常不出游是因为我不想吗,1,13
我期待德州扑克,0,7
我去,0,2
我去裁缝店,0,5
我去看看,0,4
我去心血管科看病,0,8
我去这个事多严重,0,8
我让他们,0,4
我认为,0,3
我认为才判1年半,0,8
我是不和解的,0,6
我是不会上当的,0,7
我是机器人,0,5
我是觉得,0,4
我是廊坊的,0,5
我是没钱消费,0,6
我是没有车,0,5
我是穷,0,3
我是穷鬼,0,4
我是上班的,0,5
我是学生,0,4
我是盐城的,0,5
我是游客,0,4
我是做广告的,0,6
我睡着了我咋知道,0,8
我说美国了,0,5
我说那我不客气了,0,8
我丝毫不慌,0,5
我摊牌了,0,4
我特别后悔,0,5
我特么服了真是,0,7
我替子弹谢谢您,0,7
我天天搬砖,0,5
我同事男的,0,5
我投给了“不盖,0,7
我无所谓,0,4
我希望从重处罚,0,7
我希望到点下班,0,7
我希望他减肥,0,6
我下次还敢,1,5
我下次注意,0,5
我先骂一句,0,5
我现在都喝无糖了,0,8
我相信警察叔叔,0,7
我相信我同学,0,6
我想,0,2
我想吃猪肉炖粉条,0,8
我想看童安格的,0,7
我想请问一下博主,0,8
我想扔了,0,4
我想是的,0,4
我想知道,0,4
我笑了,1,3
我笑死了,1,4
我欣赏无力啊,0,6
我信,0,2
我信了,0,3
我选两个,0,4
我选择不买房,0,6
我选择直接提车,0,7
我言以 对,1,5
我言以 我言以 对,1,9
我言以对,1,4
我要打死这个女的,0,8
我要么不喝,0,5
我爷爷身体可好了,0,8
我也怀疑,0,4
我也觉得,0,4
我也经常说错话,0,7
我也经历过,0,5
我也就是特别好奇,0,8
我也没阳过,0,5
我也碰到一个,0,6
我也是,0,3
我也是在这段高速,0,8
我也是这种情况,0,7
我也是最近听说,0,7
我也听说是被S了,0,8
我也想吃,0,4
我也想进入黑名单,0,8
我也想去了打卡,0,7
我也要用胶原蛋白,0,8
我也住水木清华,0,7
我也坐了,0,4
我一猜就有大石河,0,8
